Number,Station name,Latitude,Longitud
15597,CHARLOTTE WATERS,-25.933,134.917
15602,JERVOIS,-22.949,136.144
15607,MOUNT DENISON,-22.131,132.081
15608,MURRAY DOWNS,-21.044,134.675
15615,RODINGA RAILWAY SIDING,-24.557,134.082
15617,SANTA TERESA,-24.131,134.374
15620,TARLTON DOWNS,-22.658,136.800
15624,VICTORY DOWNS,-25.989,132.975
15631,BOND SPRINGS HOMESTEAD,-23.541,133.921
15660,ULURU RANGERS,-25.360,131.020
15661,MOUNT SKINNER,-22.211,134.118
16005,PORT AUGUSTA (CARRIEWERLOO STN),-32.398,137.227
16011,EAST WELL,-30.989,136.017
16015,HESSO,-32.138,137.447
16028,MILLERS CREEK,-30.005,136.044
16033,WOOMERA (OAKDEN HILLS),-31.661,137.038
16035,ROXBY DOWNS (PARAKYLIA STATION),-30.403,136.392
16036,WOOMERA (PERNATTY STATION),-31.483,137.481
16038,PORT AUGUSTA WEST,-32.483,137.758
16039,WOOMERA (PURPLE DOWNS),-30.789,136.895
16040,ROXBY DOWNS STATION,-30.704,136.753
16043,WOOMERA (SOUTH GAP STATION),-31.634,137.622
16045,MOUNT CHRISTIE (TAR 397 MILE),-30.549,133.217
16048,THE TWINS STATION,-29.996,135.391
16050,WIRRAMINNA RAILWAY STATION,-31.167,136.125
16054,WYNBRING SIDING (TAR 377 MILE),-30.557,133.534
16063,TARCOOLA (WILGENA DAMS),-30.728,134.684
16078,LYONS SDG (TAR 354 MILE),-30.637,133.939
16081,LAKE TORRENS,-31.895,137.714
16082,MOUNT BARRY STATION,-28.241,134.990
16083,HAMILTON STATION,-26.713,135.078
16085,MARLA POLICE STATION,-27.300,133.620
16093,ARCKARINGA STATION,-27.938,134.739
16096,ROXBY DOWNS (OLYMPIC DAM AERODROME),-30.487,136.874
17000,ABMINGA RAILWAY SIDING,-26.132,134.852
17003,ANGORICHINA HOSTEL,-31.128,138.559
17010,GAMMON RANGES (BALCANOONA),-30.533,139.303
17012,BELTANA STATION,-30.825,138.382
17013,BERESFORD,-29.243,136.658
17016,CLIFTON HILLS,-27.018,138.895
17019,CORDILLO DOWNS,-26.706,140.626
17021,COWARD SPRINGS,-29.402,136.811
17023,EDWARDS CREEK,-28.332,135.848
17025,FINNISS SPRINGS,-29.745,137.505
17028,INNAMINCKA STATION,-27.724,140.763
17029,LYNDHURST POST OFFICE,-30.287,138.346
17034,MOUNT LYNDHURST,-30.183,138.709
17035,GAMMON RANGES (MOUNT SERLE),-30.544,138.856
17037,MULOORINA STATION (MULOORINA HOMESTEAD),-29.239,137.906
17040,COPLEY (MYRTLE SPRINGS),-30.451,138.216
17044,OODNADATTA POST OFFICE,-27.546,135.443
17048,GAMMON RANGES (UMBERATANA),-30.240,139.130
17055,MARREE (WITCHELINA STATION),-30.021,138.042
17056,GAMMON RANGES (WOOLTANA),-30.413,139.420
17100,BLANCHEWATER STATION,-29.550,139.467
17106,BROUGHMAN'S GATE HOUSE (QUINYAMBIE),-30.872,140.971
18003,BRAMFIELD POST OFFICE,-33.625,134.998
18006,WHYALLA (BROADVIEW STATION),-33.122,137.228
18008,BUCKLEBOO (BUCLKEBOO POST OFFICE),-32.920,136.213
18011,CEDUNA POST OFFICE,-32.127,133.673
18013,CHANDADA POST OFFICE,-32.759,134.672
18017,PORT LINCOLN (BIG SWAMP),-34.627,135.699
18018,KIMBA (CORTLINYE ROCKS STN),-33.010,136.293
18023,CUMMINS,-34.264,135.727
18030,FOWLERS BAY,-31.990,132.437
18031,IRON KNOB (GILLES DOWNS),-32.868,137.003
18041,KIMBA (THE PINES),-33.117,136.417
18042,CEDUNA (KOONIBBA RESERVE),-31.902,133.422
18045,SHERINGA (LAKE HAMILTON),-33.953,135.268
18049,BUTLER TANKS (NORTH PARNDA),-34.120,136.161
18065,CLEVE (PINESIDE),-33.866,136.383
18066,POINT LOWLY LIGHTHOUSE,-33.003,137.785
18067,PONDOOMA POST OFFICE,-33.522,137.019
18069,ELLISTON,-33.650,134.888
18071,NORTH SHIELDS (PORT LINCOLN AERODROME),-34.603,135.875
18073,SMOKY BAY (PUNTABIE),-32.202,134.131
18076,SHERINGA,-33.849,135.231
18077,SMOKY BAY,-32.376,133.937
18078,STOKES,-34.294,135.927
18079,STREAKY BAY,-32.808,134.198
18118,HASLAM,-32.507,134.214
18137,PORT LINCOLN (WESTMERE),-34.833,135.698
18147,HUGHES,-30.713,129.512
18148,WATSON,-30.483,131.517
18165,LOCK (TERRAH WINDS),-33.573,135.602
18174,RUDALL (SWAFFPRO),-33.723,136.151
18176,COWELL (WINTER SPRINGS),-33.342,136.752
18186,SIAM,-32.553,136.712
18189,ELLISTON (LAMBING STATION),-33.752,135.186
18191,COULTA (COLES POINT),-34.375,135.374
18192,NORTH SHIELDS (PORT LINCOLN AWS),-34.599,135.878
18195,MINNIPA PIRSA,-32.843,135.151
18201,PORT AUGUSTA AERO,-32.507,137.717
19000,AMYTON (PINDA SECTION 63),-32.603,138.352
19003,OLD BARATTA HOMESTEAD,-31.977,139.105
19004,BELTON (SHADOW VALE),-32.242,138.710
19014,DAWSON (ANDA-VALE),-32.804,138.922
19020,HORSESHOE RANGES,-32.333,138.383
19021,JOHNBURGH POST OFFICE,-32.456,138.705
19023,MANNANARIE POST OFFICE,-33.045,138.618
19024,MELROSE,-32.827,138.189
19025,MORCHARD (THE ROCKS),-32.765,138.506
19029,PORT AUGUSTA (NECTAR BROOK),-32.694,137.959
19033,TEROWIE (PARNAROO SECT 50),-33.027,139.101
19035,PORT AUGUSTA RAILWAY STATION,-32.496,137.764
19036,PORT AUGUSTA POST OFFICE,-32.500,137.767
19041,PORT AUGUSTA (SALTIA),-32.461,137.942
19042,MELROSE (PARA GUMS),-32.845,138.212
19045,UCOLTA POST OFFICE,-32.951,138.965
19049,WILPENA HEAD STATION,-31.517,138.612
19050,HAWKER (WILSON),-31.988,138.342
19051,WINNONOWIE RAILWAY SIDING,-32.617,137.908
19053,WIRRABARA FOREST,-33.086,138.212
19059,PORT AUGUSTA (YARLEY),-32.289,137.827
19066,PORT AUGUSTA POWER STATION,-32.528,137.790
19072,AMYTON EAST,-32.550,138.417
19081,STIRLING NORTH RAILWAY SIDING,-32.503,137.810
19098,CARRIETON (GLENROY ESTATE),-32.255,138.638
19102,PORT GERMEIN (BAROOTA RESERVOIR),-32.923,138.059
19103,WILMINGTON (STONEHAVEN),-32.668,138.158
19106,OODLA WIRRA (MCCOYS WELL),-32.627,139.192
19111,MARTINS WELL,-31.476,139.113
20006,FROME DOWNS,-31.220,139.776
20009,KOOMOOLOO STATION,-33.550,139.600
20011,LAKE DISMAL,-32.050,140.917
20015,MANNA HILL (FOUR BROTHERS),-32.212,139.719
20018,OAKBANK HOMESTEAD,-33.050,140.583
20022,STURT VALE,-33.246,140.035
20024,YUNTA (WINNININNIE STATION),-32.473,139.710
20028,GLUEPOT RESERVE (GLUEPOT),-33.762,140.125
20032,CANEGRASS,-33.583,140.017
20045,DANGGALI CONSERVATION PARK (HYPURNA),-33.563,140.931
20062,YUNTA AIRSTRIP,-32.571,139.565
21006,GLADSTONE (BOOYOOLEE),-33.267,138.350
21008,BUNDALEER FOREST RESERVE,-33.276,138.575
21009,SPALDING (BUNDALEER RESERVOIR),-33.466,138.541
21014,CLARE POST OFFICE,-33.836,138.613
21015,SNOWTOWN (CONDOWIE),-33.705,138.293
21016,CRYSTAL BROOK,-33.353,138.206
21021,GLADSTONE,-33.270,138.356
21027,JAMESTOWN,-33.204,138.606
21032,LOCHIEL SALTWORKS,-33.921,138.163
21037,NARRIDY POST OFFICE,-33.428,138.302
21039,BUTE (NINNES),-33.969,138.019
21040,PANDAPPA HOMESTEAD,-33.171,139.166
21043,PORT PIRIE NYRSTAR COMPARISON,-33.171,138.010
21046,SNOWTOWN,-33.784,138.213
21047,SPALDING,-33.500,138.609
21048,WATERVALE (SPRINGVALE),-33.956,138.652
21051,HALLETT (ULOOLOO RAILWAY SIDING),-33.339,138.887
21052,WANDEARAH EAST POST OFFICE,-33.385,138.061
21058,SPALDING (YAKILO),-33.538,138.674
21060,JAMESTOWN PIRSA,-33.203,138.602
21067,HALLETT (ASHROSE),-33.411,138.818
21069,ANDREWS (GERALKA),-33.618,138.577
21072,HUDDLESTON (WILLOW PONDS),-33.327,138.317
21077,BURRA COMMUNITY SCHOOL,-33.678,138.937
21086,BURRA (WORLDS END),-33.835,139.074
21101,SNOWTOWN (BANYULA),-33.702,138.103
21102,NUROM (RIVERSIDE FARM),-33.350,138.102
21114,BEETALOO RESERVOIR OLD SITE,-33.190,138.213
21124,LAURA (BEETALOO RESERVOIR),-33.196,138.220
21131,CLARE HIGH SCHOOL,-33.823,138.593
21133,SNOWTOWN (RAYVILLE PARK),-33.767,138.218
22000,ARDROSSAN,-34.423,137.917
22001,BRENTWOOD POST OFFICE,-34.867,137.500
22004,EDITHBURGH POST OFFICE,-35.087,137.743
22012,PASKEVILLE,-34.040,137.900
22016,SANDILANDS,-34.520,137.773
22017,STANSBURY,-34.912,137.798
22021,ARDROSSAN (WINULTA),-34.278,137.861
22032,ARDROSSAN (MULARA),-34.568,137.822
22033,ARDROSSAN (VITANA),-34.472,137.885
22036,MINLATON (EVERSLEY),-34.749,137.630
22037,PETERSVILLE,-34.369,137.797
22049,STENHOUSE BAY,-35.279,136.939
22801,CAPE BORDA COMPARISON,-35.753,136.594
22806,MURRAYS LAGOON (BAYSIDE),-35.927,137.292
22807,KINGSCOTE,-35.656,137.638
22808,KINGSCOTE (KARINGA),-35.821,137.530
22809,PENNESHAW,-35.720,137.934
22810,PENNESHAW 2,-35.700,137.900
22811,SMITH BAY (SMITHS BAY),-35.599,137.439
22812,WESTERN RIVER,-35.684,136.970
22813,WILLSONS RIVER,-35.817,137.983
22814,PARNDANA EAST RESEARCH STATION,-35.800,137.333
22817,FLINDERS CHASE (ROCKY RIVER),-35.951,136.739
22822,MURRAY LAGOON (HAWKS NEST),-35.904,137.454
22841,KINGSCOTE AERO,-35.711,137.523
23000,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),-34.926,138.583
23004,GLENELG POST OFFICE,-34.984,138.512
23005,ADELAIDE (GLEN OSMOND),-34.946,138.652
23008,MAGILL POST OFFICE,-34.917,138.683
23010,MITCHAM POST OFFICE,-34.983,138.617
23014,ADELAIDE (GLENSIDE),-34.947,138.630
23015,PENFIELD WEAPONS RESEARCH,-34.733,138.650
23016,ADELAIDE (PORT DOCK RAILWAY STATION),-34.510,138.517
23017,PROSPECT,-34.900,138.583
23018,ADELAIDE (TORRENS ISLAND),-34.782,138.522
23019,ROSEDALE,-34.567,138.783
23020,ROSEWORTHY AGRIC COLLEGE,-34.527,138.688
23021,ROSEWORTHY,-34.535,138.751
23022,ST PETERS POST OFFICE,-34.917,138.617
23023,ADELAIDE (SALISBURY BOWLING CLUB),-34.767,138.643
23024,ADELAIDE (SEATON),-34.897,138.510
23025,SMITHFIELD,-34.680,138.694
23028,TWO WELLS,-34.595,138.516
23030,VIRGINIA SHEEDY ROAD,-34.669,138.559
23031,ADELAIDE (WAITE INSTITUTE),-34.970,138.633
23033,ADELAIDE (TOWNSEND HOUSE),-35.013,138.515
23036,MODBURY (SURREY VINE YARDS),-34.800,138.700
23039,RHYNIE (SALTERS SPRINGS),-34.186,138.630
23040,ADELAIDE (TRINITY GARDENS),-34.917,138.650
23057,ADELAIDE (NORTHFIELD RESEARCH CENTRE),-34.853,138.652
23072,ADELAIDE (MAGILL SECURE CARE CENTRE),-34.907,138.687
23079,ADELAIDE (DRY CREEK SALTWORKS),-34.828,138.578
23081,BOLIVAR TREATMENT WORKS,-34.771,138.584
23096,ADELAIDE (HOPE VALLEY RESERVOIR),-34.856,138.684
23097,ADELAIDE (BLACK HILL CONSERVATION PARK),-34.883,138.717
23098,ADELAIDE (MORPHETTVILLE RACECOURSE),-34.974,138.542
23122,ROSEWORTHY AWS,-34.511,138.676
23131,HINDMARSH ISLAND (MUNDOO BARRAGE),-35.535,138.901
23300,ANGASTON,-34.502,139.047
23308,KAPUNDA WATER WORKS,-34.350,138.917
23313,LYNDOCH (PEWSEY VALE),-34.617,138.983
23315,SADDLEWORTH,-34.084,138.782
23316,STOCKPORT,-34.333,138.733
23317,STOCKWELL,-34.436,139.054
23321,NURIOOTPA COMPARISON,-34.477,139.005
23343,ROSEDALE (TURRETFIELD RESEARCH CENTRE),-34.552,138.834
23360,ST KITTS,-34.330,139.092
23365,TARLEE WEST (HAZELTON),-34.232,138.695
23370,STOCKPORT (CLIFTON),-34.314,138.729
23373,NURIOOTPA PIRSA,-34.476,139.006
23700,ALDINGA POST OFFICE,-35.269,138.477
23701,ASHBOURNE,-35.311,138.752
23702,ASHTON 1,-34.917,138.733
23704,BELAIR (STATE FLORA NURSERY),-35.008,138.650
23706,BLACKWOOD POST OFFICE,-35.017,138.617
23708,SECOND VALLEY (SPRING GROVE),-35.558,138.216
23709,CHERRY GARDENS,-35.061,138.659
23713,ECHUNGA GOLF COURSE,-35.096,138.789
23714,FINNISS,-35.374,138.806
23721,HAPPY VALLEY RESERVOIR,-35.059,138.566
23728,MACCLESFIELD,-35.189,138.826
23730,MEADOWS,-35.180,138.765
23731,CUDLEE CREEK (MILLBROOK RESERVOIR),-34.833,138.821
23734,MOUNT BOLD RESERVOIR,-35.121,138.677
23735,MOUNT COMPASS,-35.350,138.622
23736,MOUNT LOFTY SUMMIT,-34.967,138.717
23737,MOUNT PLEASANT,-34.773,139.050
23740,OLD NOARLUNGA POST OFFICE,-35.185,138.502
23744,SECOND VALLEY (POOLAMACCA),-35.536,138.234
23745,STIRLING,-35.033,138.717
23746,STONYFELL,-34.933,138.667
23747,STRATHALBYN,-35.256,138.890
23751,VICTOR HARBOR COMPARISON,-35.555,138.622
23752,WILLIAMSTOWN,-34.651,138.878
23756,WILLIAMSTOWN (GLEN GILLIAN),-34.660,138.926
23758,KERSBROOK (MABENJO),-34.740,138.871
23760,HINDMARSH VALLEY,-35.500,138.617
23761,PARAWA (SHARON),-35.556,138.342
23763,MOUNT CRAWFORD FOREST HEADQUARTERS,-34.712,138.947
23773,CAPE JERVIS LIGHTHOUSE,-35.617,138.083
23778,MOUNT TORRENS,-34.883,138.967
23783,MYPONGA RESERVOIR,-35.401,138.426
23785,STIRLING POST OFFICE,-35.000,138.717
23799,PROSPECT HILL,-35.218,138.734
23801,LENSWOOD,-34.948,138.807
23803,ASHTON CO-OP,-34.942,138.727
23810,MOUNT LOFTY (CLELAND CONSERVATION PARK),-34.971,138.704
23816,SECOND VALLEY FOREST,-35.572,138.244
23818,KUITPO FOREST HQ,-35.216,138.701
23820,WILLIAMSTOWN (SOUTH PARA RESERVOIR),-34.681,138.856
23823,HINDMARSH VALLEY (FERNBROOK),-35.412,138.575
23824,HINDMARSH VALLEY (SPRINGMOUNT),-35.443,138.544
23826,KERSBROOK FOREST RSVE,-34.817,138.850
23829,WOODSIDE,-34.952,138.875
23849,GOOLWA (HINDMARSH ISLAND MARINA),-35.515,138.799
23875,PARAWA (SECOND VALLEY FOREST AWS),-35.569,138.286
23878,MOUNT CRAWFORD AWS,-34.725,138.928
23887,KUITPO FOREST RESERVE,-35.171,138.678
23894,HINDMARSH ISLAND AWS,-35.519,138.818
24006,KINGSTON ON MURRAY,-34.223,140.342
24014,QUALCO (KALUNA VINEYARDS),-34.103,139.904
24023,LOXTON RESEARCH CENTRE,-34.433,140.600
24024,LOXTON RESEARCH CENTRE,-34.439,140.598
24041,WAIKERIE (GOLDEN HEIGHTS),-34.194,139.938
24500,ASHVILLE,-35.514,139.369
24501,AUSTRALIA PLAINS,-34.097,139.156
24509,DUTTON - SECTION 228,-34.352,139.129
24510,TAILEM BEND (WOODLANDS),-35.112,139.517
24512,ROBERTSTOWN (GERANIUM PLAINS),-33.972,139.187
24514,LAKE PLAINS (METALA),-35.350,139.050
24520,MORGAN POST OFFICE,-34.033,139.667
24523,MULGUNDAWA SALT,-35.292,139.207
24524,PALLAMANA POST OFFICE,-35.033,139.217
24526,POINT PASS,-34.075,139.051
24527,MOUNT MARY PUMPING STATION 2,-33.973,139.421
24528,ROBERTSTOWN,-33.991,139.080
24529,MANNUM (SANDERSTON),-34.757,139.217
24530,SEDAN (SANDLETON),-34.458,139.360
24531,SEDAN,-34.572,139.296
24532,STONEFIELD,-34.350,139.300
24534,SUTHERLANDS,-34.156,139.225
24535,SWAN REACH,-34.568,139.597
24538,WELLINGTON EAST,-35.333,139.383
24558,MILANG E WS,-35.406,138.975
24562,WELLINGTON PUMPING STN,-35.300,139.400
24563,PELICAN POINT E WS,-35.600,139.033
24572,WELLINGTON (BRINKLEY SOUTH),-35.283,139.203
24578,MORGAN (BRENDA PARK STATION),-34.065,139.661
24580,STRATHALBYN RACECOURSE,-35.284,138.893
25001,CALIPH POST OFFICE,-34.667,140.283
25002,PURNONG (CLAYPANS),-34.828,139.667
25005,GURRAI POST OFFICE,-35.133,140.600
25011,MOORLANDS,-35.296,139.642
25017,SANDALWOOD,-34.941,140.131
25018,ALAWOONA (SCHELLS WELL),-34.788,140.500
25034,LOXTON (WANBI RESEARCH CENTRE),-34.780,140.273
25042,SHERLOCK (WARRANA),-35.244,139.826
25502,COOKE PLAINS,-35.379,139.562
25511,NETHERTON (DESERT FRINGE),-35.492,139.942
25516,KEITH (NARREE DOWNS),-36.062,140.550
25517,WILKAWATT POST OFFICE,-35.350,140.350
25519,WOLSELEY,-36.365,140.910
25526,TINTINARA (COLEBATCH DOWNS),-35.971,139.840
25527,COONALPYN (ALPYN DOWNS),-35.712,139.640
25539,WILKAWATT (NEWHOUSE FARM),-35.414,140.359
25546,TINTINARA (RICHARDS),-35.990,139.969
25556,MENINGIE (GREEN PLAINS),-35.697,139.494
26004,CAPE JAFFA (JAFFA HILLS),-36.971,139.710
26007,FRANCES,-36.712,140.955
26010,KINGSTON SE (KEILIRA STATION),-36.710,140.162
26012,KINGSTON SE,-36.831,139.853
26013,KYBYBOLITE RESEARCH CENTRE,-36.880,140.929
26016,LUCINDALE POST OFFICE,-36.973,140.366
26019,MOUNT BURR FOREST RESERVE,-37.557,140.420
26020,MOUNT GAMBIER POST OFFICE,-37.833,140.783
26025,PENOLA POST OFFICE,-37.380,140.838
26030,BISCUIT FLAT (WOOLMIT),-37.015,139.961
26035,NOOLOOK WELL (NOOLOOK FOREST RESERVE),-36.999,139.799
26036,PENOLA STATE FOREST RESERVE,-37.489,140.827
26058,BORDERTOWN (BEEAMMA SECTION 95),-36.606,140.712
26062,NARACOORTE (BETTWS-Y-COED),-36.923,140.581
26065,SALT CREEK (PITLOCHRY OUTSTATION 1),-36.279,139.843
26067,MOUNT SCHANK (JETHIA),-37.959,140.770
26070,KONETTA E WS,-37.267,140.117
26082,STRUAN,-37.095,140.791
26095,CAPE JAFFA (THE LIMESTONE),-36.965,139.716
26100,PADTHAWAY SOUTH,-36.654,140.521
27000,AURUKUN SHIRE COUNCIL,-13.354,141.721
27004,CAPE YORK POST OFFICE,-10.700,142.533
27005,COEN POST OFFICE,-13.945,143.201
27013,MCDONNELL STATION,-11.550,142.467
27014,MEIN STATION,-13.183,142.800
27015,MORETON TELEGRAPH STATION,-12.454,142.639
27019,MOA ISLAND MISSION,-10.183,142.333
27021,THURSDAY ISLAND TOWNSHIP,-10.583,142.220
27022,THURSDAY ISLAND MO,-10.585,142.210
27023,WEIPA MISSION STATION,-12.700,142.100
27038,HIGHBURY STATION,-16.423,143.146
27039,STRATHMAY STATION,-14.886,142.802
27042,WEIPA EASTERN AVE,-12.627,141.884
27058,HORN ISLAND,-10.584,142.290
28000,LAURA POST OFFICE,-15.558,144.445
28006,WALSH RIVER POST OFFICE,-16.683,143.900
28007,MUSGRAVE,-14.780,143.504
28009,ROOKWOOD STATION,-17.047,144.349
28010,FAIRVIEW OUTSTATION,-15.499,144.282
28013,MAITLAND DOWNS STATION,-16.222,144.708
28014,LILYVALE STATION,-14.489,143.678
29001,AUGUSTUS DOWNS STATION,-18.545,139.871
29003,AUCKLAND DOWNS STATION,-20.250,141.767
29004,BURKETOWN POST OFFICE,-17.742,139.548
29006,CABANDA STATION,-20.183,141.450
29008,CLONCURRY MCILLWRAITH ST,-20.709,140.518
29011,CROWFELS STATION,-20.167,141.851
29012,CROYDON TOWNSHIP,-18.204,142.245
29013,DONORS HILL STATION,-18.714,140.547
29014,DUNBAR STATION,-16.041,142.379
29015,EDDINGTON STATION,-20.653,141.549
29016,ESMERALDA STATION,-18.852,142.574
29017,EULOLO STATION,-21.233,141.550
29019,GILBERT RIVER POST OFFICE,-18.150,142.850
29020,GILLIAT POST OFFICE,-20.700,141.500
29022,GRANADA STATION,-20.092,140.368
29023,IFFLEY STATION,-18.870,141.208
29025,JULIA CREEK POST OFFICE,-20.657,141.746
29027,KAMILAROI STATION,-19.360,140.041
29029,KOOLATAH STATION,-15.893,142.444
29030,LANDS END STATION,-20.425,141.405
29034,MCKINLAY ROADHOUSE,-21.272,141.289
29036,MILLUNGERA STATION,-19.858,141.557
29037,MIRANDA DOWNS STATION,-17.330,141.880
29039,MORNINGTON ISLAND,-16.664,139.184
29040,MORSTONE STATION,-19.526,138.366
29041,NORMANTON POST OFFICE,-17.671,141.067
29044,PROSPECT STATION,-18.917,142.250
29045,STRATHMORE,-17.862,142.560
29047,UNDILLA STATION,-19.624,138.639
29048,VANROOK STATION,-16.968,141.955
29049,WERRINA STATION,-20.444,141.455
29050,WONDOOLA STATION,-18.574,140.897
29051,ZONIA DOWNS,-20.016,141.905
29052,PORMPURAAW TOWNSHIP,-14.899,141.619
29054,INORUNIE STATION,-18.209,142.657
29057,STIRLING STATION,-17.183,141.711
29065,NARDOO STATION,-18.788,139.712
29066,RIVERSLEIGH STATION,-19.028,138.740
29069,WESTMORELAND STATION,-17.338,138.251
29071,FLORAVILLE DOWNS STATION,-18.228,139.874
29072,KARUMBA PILOT STATION,-17.467,140.833
29075,FORT CONSTANTINE STATION,-20.474,140.583
29076,MAGOWRA STATION,-17.779,140.879
29080,NORFOLK STATION,-19.314,138.332
29081,GREGORY DOWNS STATION,-18.503,139.290
29086,COWAN DOWNS STATION,-18.961,140.539
29089,CLONAGH STATION,-20.141,140.681
29090,TOORAK RESEARCH STATION,-21.034,141.801
29091,COOLULLAH STATION,-19.825,140.161
29092,BRINARD STATION,-19.839,140.934
29093,DOOMADGEE SHARP STREET,-17.943,138.822
29098,PENOLA DOWNS STATION,-21.517,141.448
29099,DALGONALLY STATION,-20.124,141.319
29100,GREGORY DOWNS OUTSTATION,-18.642,139.252
29105,CARSLAND,-20.502,140.316
29110,RUTLAND PLAINS STATION,-15.639,141.823
29118,CALTON HILLS STATION,-20.144,139.414
29120,SELWYN WRC,-21.533,140.500
29121,WEST LEICHHARDT STATION,-20.596,139.694
29124,MALBON RAILWAY STATION,-21.067,140.300
29125,MOUNT ISA POST OFFICE,-20.733,139.483
29126,MOUNT ISA MINE,-20.736,139.482
29127,MOUNT ISA AERO,-20.678,139.488
29129,DEVONCOURT STATION,-21.215,140.233
29132,MANFRED DOWNS STATION,-20.140,141.430
29137,NUMIL DOWNS STATION,-19.666,141.396
29139,SWEERS ISLAND,-17.114,139.598
30000,ABINGDON DOWNS STATION,-17.608,143.179
30001,AFTON DOWNS STATION,-21.000,144.000
30004,ARJUNA STATION,-21.017,143.400
30005,BLUFF DOWNS STATION,-19.683,145.533
30006,BOREMBA STATION,-20.669,143.738
30007,CAMBRIDGE DOWNS STATION,-20.433,142.967
30008,CARPENTARIA DOWNS STATION,-18.719,144.318
30009,CARGOON STATION,-20.008,144.899
30010,DUTTON RIVER STATION,-20.432,143.863
30011,CHUDLEIGH PARK STATION,-19.700,144.117
30012,CLUTHA STATION,-20.367,142.517
30013,CUMBERLAND STATION,-18.300,143.400
30014,EINASLEIGH TOWNSHIP,-18.519,144.091
30015,ESSEX DOWNS STATION,-21.123,143.039
30016,EWAN PLAINS STATION,-21.267,144.833
30018,GEORGETOWN POST OFFICE,-18.292,143.548
30020,GLENBERVIE STATION,-21.233,141.894
30021,GLENDOWER STATION,-20.739,144.485
30023,HOMESTEAD POST OFFICE,-20.362,145.655
30024,HUGHENDEN POST OFFICE,-20.845,144.199
30025,HUGHENDEN STATION,-20.853,144.226
30026,KENMAC STATION,-20.451,143.229
30027,KIDSTON GOLD MINE,-18.876,144.143
30029,LAMMERMOOR STATION,-21.283,144.633
30030,LYNDHURST STATION,-19.204,144.370
30031,MARATHON RAILWAY STATION,-20.867,143.567
30032,MARYVALE STATION,-19.546,145.253
30033,MAXWELTON POST OFFICE,-20.719,142.681
30034,MERLIN STATION,-21.117,144.810
30035,MOSELLE DOWNS STATION,-20.863,143.305
30036,MOUNT SURPRISE TOWNSHIP,-18.147,144.318
30037,NELIA POST OFFICE,-20.155,142.214
30038,NONDA DOWNS STATION,-20.674,142.493
30039,OAK PARK STATION,-19.254,144.154
30040,PENTLAND POST OFFICE,-20.524,145.399
30042,PRESTWOOD STATION,-18.279,143.224
30043,PROA STATION,-20.894,142.144
30045,RICHMOND POST OFFICE,-20.729,143.143
30046,ROSELLA PLAINS STATION,-18.422,144.463
30047,SAXBY DOWNS STATION,-20.036,142.491
30048,SPRING CREEK STATION,-18.624,144.574
30049,STAMFORD STATION,-21.268,143.809
30051,TORRENS CREEK,-20.769,145.021
30052,WANDO VALE STATION,-19.673,144.890
30054,WILBURRA DOWNS STATION,-20.813,143.233
30055,FORSAYTH,-18.588,143.602
30057,ZARA STATION,-21.214,144.364
30061,CONJUBOY STATION,-18.684,144.745
30068,OAK VALLEY STATION,-19.464,144.319
30070,FOREST HOME STATION,-18.242,143.032
30072,LOW HOLM STATION,-20.097,144.988
30075,SOLWAY DOWNS STATION,-20.095,142.693
30081,BURLEIGH STATION,-20.263,143.110
30082,GREGORY SPRINGS STATION,-19.704,144.377
30083,TOOMBA STUD,-19.971,145.585
30088,WERRINGTON STATION,-19.377,144.116
30090,BAGSTOWE STATION,-19.196,144.001
30091,IRONHURST STATION,-18.081,143.462
30092,CLARAFIELD STATION,-21.267,142.217
30093,ELLENVALE STATION,-19.922,144.958
30094,MILRAY STATION WRC,-20.691,145.699
30096,PATROY STATION,-20.917,143.017
30100,ACTION DOWNS STATION,-20.517,143.283
30102,MOUNT TURNER STATION,-18.178,143.362
30103,EVELEIGH STATION,-18.223,143.970
30106,THE LYND STATION,-18.937,144.491
30107,ROBINHOOD STATION,-18.838,143.709
30113,BLACKBRAES N.P,-19.538,144.205
30115,LUCKY SPRINGS STATION,-19.055,144.959
30127,WOODBINE STATION,-20.994,144.643
30132,FLETCHER VALE STATION,-19.802,145.859
30136,LONGTON STATION,-20.948,145.892
30137,HILLGROVE STATION,-19.635,145.789
30138,STRATHTAY STATION,-20.211,144.677
30149,HILLVIEW STATION,-21.044,144.099
30160,GREENVALE TOWNSHIP,-19.000,144.977
31001,ARCHER POINT LIGHTHOUSE,-15.600,145.333
31002,ATHERTON POST OFFICE,-17.267,145.483
31004,BABINDA POST OFFICE,-17.344,145.922
31010,CAIRNS POST OFFICE,-16.933,145.783
31011,CAIRNS AERO,-16.874,145.746
31012,CAPE TRIBULATION STORE,-16.097,145.458
31015,CLOHESY RIVER,-16.912,145.567
31016,COOKTOWN POST OFFICE,-15.463,145.250
31017,COOKTOWN MISSION STRIP,-15.449,145.186
31020,DANBULLA FORESTRY,-17.160,145.625
31022,DIMBULAH BRICKLEY ST,-17.149,145.109
31024,EVELYN STATE FOREST,-17.535,145.482
31025,GADGARRA FOREST RESERVE,-17.300,145.700
31028,HAMBLEDON MILL CSR,-17.019,145.723
31034,KAIRI RESEARCH STATION,-17.219,145.565
31036,KURANDA RAILWAY STATION,-16.818,145.638
31038,MALANDA POST OFFICE,-17.353,145.592
